iter	F1	Logloss
884	0.9060281399	0.2242172276
885	0.9061451072	0.2240982304
886	0.9062863044	0.2237735903
887	0.9064153866	0.2235865881
888	0.9063791322	0.2233305842
889	0.9067906016	0.2232432725
890	0.9068611631	0.2230866066
891	0.9070262598	0.2229547185
892	0.9073667914	0.2228236211
893	0.9075196698	0.2226129294
894	0.9076486521	0.2224822146
895	0.9075901206	0.2223086805
896	0.907789528	0.2221273217
897	0.908117867	0.221938923
898	0.9083639647	0.2217933891
899	0.9085047392	0.2216474841
900	0.9085047392	0.221548489
901	0.9085165367	0.2214165303
902	0.9087040619	0.22126497
903	0.9088447653	0.2211576198
904	0.9087040619	0.2209456962
905	0.9085869005	0.2208657144
906	0.90896196	0.2206895303
907	0.9091729517	0.2206235421
908	0.9094541471	0.2203576165
909	0.909583038	0.2202321637
910	0.909512761	0.2200923671
911	0.9096300116	0.2200065515
912	0.9099697106	0.2198576346
913	0.9100399536	0.2196837131
914	0.9101101875	0.2194567658
915	0.9101804124	0.2194043118
916	0.910531401	0.2192674987
917	0.910613086	0.219213492
918	0.910613086	0.2190619509
919	0.9109880201	0.2188589601
920	0.9108477197	0.2187364626
921	0.9108949166	0.2185847825
922	0.9108362324	0.2184253863
923	0.9111053852	0.2182550888
924	0.9114559856	0.2181109446
925	0.9114559856	0.2180391598
926	0.911537471	0.217857771
927	0.9123077913	0.2176181062
928	0.9123077913	0.2176137389
929	0.9121678142	0.2175004869
930	0.9123190737	0.2173830153
931	0.9122490993	0.2172929339
932	0.912179116	0.2170851453
933	0.9123077913	0.2169398455
934	0.9120864976	0.2167722912
935	0.9122265122	0.2166988593
936	0.9123552124	0.2164880222
937	0.9123552124	0.2163584399
938	0.9126351004	0.2162342684
939	0.9129623673	0.2161037053
940	0.9129036408	0.2159228622
941	0.9128337086	0.2158902801
942	0.9128337086	0.2157715785
943	0.9127050499	0.2155570634
944	0.9127749904	0.2154538306
945	0.9126351004	0.215390665
946	0.9129847579	0.2152646948
947	0.9130434783	0.2151452992
948	0.912973564	0.2150202121
949	0.9132308484	0.2148596533
950	0.9133706348	0.2147839876
951	0.913859604	0.2145868297
952	0.9141975705	0.2143998636
953	0.9142673522	0.2143143666
954	0.9141277799	0.2141830787
955	0.9145502475	0.2140661213
956	0.914421655	0.2139113092
957	0.9143518519	0.2137185953
958	0.9145612343	0.2135729564
959	0.9146310105	0.2134429055
960	0.9151888975	0.2132219992
961	0.9153762128	0.2130055378
962	0.9160462131	0.2128204089
963	0.9158530319	0.2126240273
964	0.9159766352	0.2125175786
965	0.9159070484	0.2124377284
966	0.9161853421	0.2123199031
967	0.916115782	0.2122161163
968	0.9161903539	0.2121216428
969	0.9164527721	0.2118999984
970	0.9166506256	0.2117093706
971	0.9168697883	0.2114994211
972	0.9168591224	0.211298901
973	0.9167255217	0.2111756509
974	0.9167362136	0.2110368679
975	0.9168057517	0.2108038466
976	0.9168057517	0.2106853761
977	0.9168057517	0.2106335077
978	0.9172864837	0.2103555712
979	0.9172816531	0.2101948016
980	0.9173511294	0.2100476805
981	0.9174582798	0.209964213
982	0.9175595047	0.2098285954
983	0.9179381972	0.2096159814
984	0.9182156134	0.2094052574
985	0.9182156134	0.2092844479
986	0.9182156134	0.2092657439
987	0.9183542681	0.2091407521
988	0.9184235822	0.2090277294
989	0.9183503303	0.2087678192
990	0.9185033316	0.2085875668
991	0.9185726184	0.208469545
992	0.918631471	0.208292144
993	0.9189673948	0.2081070704
994	0.9192339717	0.2078202876
995	0.9191647451	0.2076411184
996	0.9195107895	0.2074809023
997	0.9196285623	0.2073033096
998	0.9200332928	0.2071979945
999	0.9200332928	0.2071018354
